1 Kg Levedo (levedura) De Cerveja 100% Puro;Levedo de cerveja
Melão com Rede Kg;Melão
Melão São Caetano (Nigagori / Goyá) Kg a granel;Nigagori
Mexerica Importada;Tangerina
Mexerica Murcot 1kg;Tangerina
mexilhão limpo congelado pacote de 1kg;Marisco
Milanesa - Embalagem 1,01kg | Caixa com 10 unid.;Rosbife, bife à milanesa industrializado (semipronto)
Milho de Pipoca p/ Microondas Yoki 90g/100g;Milho (em grão)
Milho torrado e salgado Barbecue Feliz 65g;Milho (em grão)
Milho Verde Quero Lata 170g;Milho-verde em conserva
Mingau Vitalon Turma da Mônica Arroz e Aveia Sachê 200g;Farinha de arroz
Mini Bombom Crocante Com Caramelo Flormel Pouch 54g;Chocolate em barra e bombom
Mini Kibe Massa Tung 1Kg;Salgado semipronto
MIOLO DA ALCATRA GRILL BOVINO NO VÁCUO;Alcatra
Mirtilo 125g;Mirtilo
Mistura Fécula de Batata Yoki 200g;Fécula de batata
Mistura para Bolo Cremoso Aipim Fleischmann Sachê 390g;misturas industriais de bolos, tortas, biscoitos, etc.
Mistura Para Bolo Limão Lowçucar 300g;misturas industriais de bolos, tortas, biscoitos, etc.
Mistura para Mingau CREMOGEMA Tradicional Vitaminada 500g;Cremogema
Mix A Sementeria - tradicional - Médio 150g;Mix de sementes e frutas
Mix Cheiro Verde DELÍCIA 70g;Cheiro-verde
Mix de Sementes e Nuts Jasmine 40g;Mix de sementes e frutas
Mix Frutas Desidratadas 1kg Especial Frutas Selecionadas;Fruta seca
Mix Frutas Desidratadas Heaven 80g;Fruta seca
Mix Legumes em cubos ( 1 saco aprox. 300g);Jardineira (seleta)
Mix Premium de Frutas Desidratadas 400g - Empório Casa do Rei;Fruta seca
Mocoto Bovino Congelado SWIFT 1,3KG;Mocotó de boi
Mocotó Bovino Resfriado Bandeja 500g;Mocotó de boi
Mocotó Congelado 1kg;Mocotó de boi
Molho Cheddar Polenghi Club Do Molho Pote 220G;molho de cheddar
Molho de Soja Shoyu Karui Tradicional 1L;Molho de soja
Molho de Tomate Heinz Tradicional 340g (Sachê);Atomatado
Molho de Tomate Olé Refogado 520g (Tetra Pak);Atomatado
Molho Inglês Worcestershire Minhoto Vidro 150ml;Molho inglês
Molho La Pastina Pesto Ala Genov 180g C/trufas .;Molho pesto
Molho Madeira Elegê 200g;Molho madeira
Molho para Salada Castelo Italiano 236ml;Molho para salada
Molho Tempemar Alho 150ml;Molho de alho
Morango Nacional Caixa 250g;Morango
Mortadela Ceratti com Pistache Fatiada 150g;Mortadela
Mortadela Defumada Perdigão Ouro 200g;Mortadela
Mostarda Organica (uni);Mostarda
Mostarda Verde Orgânica Maço;Mostarda
Músculo Bovino 500g;Músculo
Musculo Bovino Moido Resfriado 640g;Carne moída de terceira
Nata Fresca Cem Pt 140g;nata
Nectar Dafruta Caju 200ml;Suco de frutas
Nozes sem casca Orgânica 100g;Noz
Noz-Moscada Kitano 8g;Noz-moscada
Nuggets de Frango Sadia com Queijo 300g;Frango empanado
Nuggets de Frango Sadia Tradicional 300g;Frango empanado
Óleo Composto de Soja e Oliva Ervas Finas Maria Garrafa 500ml;óleo de soja
Óleo de Canola Tipo 1 Purilev Garrafa 900ml;óleo de canola
Óleo de Canola Vitaliv 900ml;óleo de canola
Óleo De Coco Babaçu 1 Litro - 100% Orgânico;Óleo de coco-babaçu
Oleo De Coco Ext Virg Santo Oleo 500ml;óleo de coco (não especificado)
Óleo de Gergelim Karui Torrado 150ml;óleo de gergelim
Óleo de Girassol Tipo 1 Liza Especiais Garrafa 900ml;óleo de girassol
Oleo De Milho Mazola 900ml;óleo de milho
Óleo de Soja LIZA Pet 900ml;óleo de soja
Orégano Kitano 10g;Orégano
Orelha De Porco Cortada 500g;Orelha de porco fresca
Orelha suína salgada aurora;Carne de porco salgada e defumada
Osso P/sopa Bovino Resfriado;Osso bovino
Ovo de Páscoa 400 gramas Frozen + brinde;Ovo de Páscoa
Ovo De Pascoa Vegano Com Recheio Ao Leite De Coco 250g;Ovo de Páscoa
Ovo Mantiqueira Codorna 30un;Ovo de codorna
Ovos Brancos Grandes Bandeja com 20 Unidades;Ovo de galinha
Ovos Brancos Médios Perfa Duas Dúzias E Meia;Ovo de galinha
Ovos Caipiras ORGÂNICO com 10 Unidades;Ovo de galinha
Ovos Vermelhos Grande Mr. Ovo Saúde Bandeja 10 Unidades;Ovo de galinha
Pack Picolé Chocolate Garoto Baton Caixa 270g 6 Unidades;Sorvete
Pacote de Balas Mastigáveis Mix De Frutas Frutiê Vegana Fini 70g;Balas
Palmito Pupunha CULTIVERDE Vidro 90g;Palmito em conserva
Palmito Pupunha Palmland In Natura Espaguete 300g;Palmito (fresco)
Palmito Pupunha Palmland In Natura Para Assar 450g;Palmito (fresco)
Panceta Recheada Seara Gourmet Kg;Carne de porco
Pão De Forma SEVEN BOYS Pacote 450g;pão de forma
Pão de Forma Visconti Integral 400g;pão de forma
Pão De Milho SEVEN BOYS Casa De Vó Pacote 500g;pão de milho
Pão Forma Fabricacao Propria Peso Liquido 450g;Pão de forma
Pao Frances Dr Schar Sem Gluten 130gr;Pão francês
Pão Integral Grãos & Castanhas Plusvita Pacote 450;Pão integral
Pão Integral Visconti 400g;pão integral
Pão Miss Laura Broa de Milho 450g;Broa
Pão para Hot Dog Caseirinho 400g;pão de cachorro-quente
Pão De Forma Tradicional Milani 500G;pão de forma
Pao Sanduiche Center Massas Pacote 400g Hamburguer;Pão de forma
Pão Suply Sem Gluten Tradiciona Pa 350g;pão (não especificado)
Páprica Doce Kitano 50g;Páprica
PARGO INTEIRO FRESCO (MÉDIO);Peixe-pargo
Pasta Americana Branca 800g - Arcolor;Pasta americana
Pata Caranguejo Milly Pesc 500g;Caranguejo
Patê de Atum Gomes Costa 150g;Patê
Patê De Peito De Peru Defumado Sadia 100g;Patê de peru em conserva
Patê De Peito De Peru Defumado SEARA Pacote 100g;Patê
Pate Pasta de Grao de Bico Com Gergelim Organico Homus 200g;Patê
Patinho Bloco 1kg;Patinho
Patinho Bovino Resfriado Bandeja 1Kg;Patinho
Pato Int C/miudos Villa Germania Cong 500g;Pato abatido, congelado ou vivo
Pe De Frango Kg;Pé de galinha ou frango
Pé Suíno Salgado kg;Carne de porco salgada e defumada
Pé Suíno Salgado PRIETO Pacote 400g;Carne de porco
Peito Bovino Peça Inteira kg (aproximadamente 6kg);Peito
Peito Bovino S/osso Resfriado 850g;peito
PEITO DE FRANGO ORGÂNICO 250G VAPZA;Peito de frango orgânico
Peito E Sassami De Peru Cubo Sadia 800g;Peru
Peito Frango Bom Todo Bandeija 1kg;Peito de galinha ou frango
Peixe arraia em posta Ecomar 1kg;Peixe-arraia
Peixe Carapeba Congelado Kg;Peixe-carapeba
PEIXE CASTANHA EM POSTA 800G CONGELADO;Peixe-castanha
Peixe Cavala Posta Cong 1Kg;Peixe-cavala
Peixe Congelado Cavalinha Inteira PLANALTO 800g;Peixe-cavalinha
Peixe Congelado Cioba Inteiro Kg;Peixe-vermelho
Peixe Espalmado Sardinha Fish Pc1kg;Peixe-sardinha
PEIXE GAROUPA CONGELADA 20 KG;Peixe-garoupa
Peixe Inte Xerelete Cruz 1kg;Peixe-xerelete
Peixe Merluza Eviscerado Congelado BOM PEIXE pacote 500g;Peixe-merluza
Peixe Piau 1kg;Peixe-piau
Peixe Piramutaba Com Pele Congelado 900g;Peixe-piramutaba
Peixe Posta Cavala Cruz Pc 1kg;Peixe-cavala
Peixe Posta Dourado Fish Pacote 1kg;Peixe-dourado
Peixe Posta Espada Fish Pacote 1kg;Peixe-espada
Peixe Posta Pescada Amarela Fish Pc 800g;Peixe-pescada
Peixe Posta Tilapia Cruz 1kg ;Peixe-tilápia
Peixe Posta Xareu Cruz 1kg;Peixe-xaréu
Peixe Salgado Seco Bacalhau Saithe kg;Bacalhau
Peixe savelha eviscerada Vitalmar 1kg;Peixe-savelha
Peixe Tipo Bacalhau Desfiado Embalado;Bacalhau
Peixe Traíra Caipira Amazonas 1kg;Peixe-traíra
Pepino Amargo (GOYA/ NIGAGORI);Nigagori
Pepino Comum Preto 1 Unidade 500g;Pepino
Pepino em Conserva Geriba 300g;Pepino em conserva
Pepsi Twist Pet 2l;Refrigerante e água mineral
Pêra D`Anjou Importada a Granel 500g;Pera
Pera Portuguesa 570g;Pera
pernil de Cordeiro Fatiado 300g;Carne de carneiro
PERNIL DE CORDEIRO SEM OSSO;Carne de carneiro
Pernil Suino Dianteiro Resfriado Sem Osso 500g;Carne de porco
Pernil Suíno Temperado  GRAN CORTE 700g;Carne de porco
Pescoço de Frango Gonzales Pacote 1Kg;Pescoço de galinha ou frango
Pescoço De Peru Rezende 1kg;Peru
Pêssego em Calda Delphi 680g;Doce de frutas em calda
Pêssego Importado À Granel 300g;pêssego
Petit gâteau;Petit gateau
Picanha de Avestruz;Carne de avestruz
Picles em Conserva QUALITÁ Pote 250g;Picles
Pimenta Americana Kg;Pimenta
Pimenta Ardida Kg;Pimenta
Pimenta Biquinho 150g;Pimenta biquinho
Pimenta Cambuci Kg;Pimenta cambuci
Pimenta Malagueta 150g;Pimenta-malagueta
Pimentão Blocky 150g Laranja;Pimentão
PIMENTÃO PICANTE EM PÓ LA BARRACA - 750g;Pimentão em pó
Pimentão Verde 300g;Pimentão
Pimentão Verde Orgânico Kg;Pimentão orgânico
Pinha Kg;Fruta-de-conde
Pinhão 500g;Pinhão
Pinoli 20G La Pastina;Pinoli
Pirarucu Filé Tratado 5 Kg Amazonas Delicia Do Norte 100%;Peixe salgado pirarucu
Pistache Benassi 110g;Pistache
Pitaia Kg;Pitaia
Pitaya Vermelha Kgs;Pitaia
Pó para Pudim Diet Sabor Baunilha Dr. OETKER Caixa 25g;Pudim de qualquer sabor
Pó para Pudim Dr. Oetker Baunilha 50g;Pudim de qualquer sabor
Polenta Taragna Moretti 500g - Birra Moretti;Angu de milho
Polpa de Fruta Caju De Marchi Pacote 100g;Polpa de fruta (congelada)
Polpa De Fruta Goiaba Nature 100g;Polpa de fruta (congelada)
Polpa de Fruta Polpanorte Maracujá 100g;Polpa de fruta (congelada)
Polpa De Fruta Tamarindo Brasfrut 100g;Polpa de fruta (congelada)
Polpa Nordestao Acerola Pc 400g;Polpa de fruta (congelada)
Polpa Pe De Fruta Morango 400g;Polpa de fruta (congelada)
Polpa Ster Bom Pacote 400g Goiaba . ;Polpa de fruta (congelada)
POLVO INTEIRO EVISCERADO 1KG;Polvo
PONTA DE AGULHA SEM OSSO BOVINO EM BIFES;Carne de boi de terceira
PORQUINHO INTEIRO FRESCO;Peixe-peroá
Posta de Peixe Tambaqui 1kg;Peixe-tambaqui
posta-de-surubim-do-norte-sem-pele-congelado-pacote-de-1-kg;Peixe-surubim
Preparo Mingau Maizena Cremogema Tradicional;Cremogema
Presunto Cozido Sadia Fatiado 200g;Presunto
Presunto Cozido Sem Capa De Gordura SADIA Fatiado Bandeja 150g;Presunto
Presunto Cozido sem Capa Peperi Kg;Presunto
Presunto Parma Vito Bauducci Premium Fatiado 100g;Presunto
Pudim da Casa Leite Condensado kg;Pudim de qualquer sabor
Queijo Coalho Sao Felix Kg;Queijo
Queijo Cottage Danubio Pote 400g;queijo
Queijo de Leite de Cabra FRANS HALS 200g;queijo
Queijo Do Reino Tirolez Lata 600g;Queijo
Queijo Minas Frescal Light Buritis 390g;Queijo
Queijo Minas Monteminas, Barão ou Juliana (Exc. Light) kg;queijo
Queijo Minas Padrão QUATÁ 350g;queijo
Queijo Minas Padrao Regina 450g;queijo
Queijo Mussarela Muffato Foods Frimesa Fatiado 500g;queijo
Queijo Président Coalho Tradicional Espeto 350g;queijo
Queijo Reino Jong Vigor Lt 550g;queijo
Queijo Societe Roquefort 100g;queijo
Queijo Vegano Minas Fresc Vida Veg 200g;queijo
Quiabo Org Hortaviva 400g;Quiabo
Quinoa Real Organica Mista Em Graos Jasmine 250g;Quinoa
Rabada Bovina Congelada 1Kg;Rabada de boi
Rabada Em Pedaços Resfriada Do Seu Jeito 800g;Rabada de boi
Rabo Bov Cong 600g;Rabada de boi
Rapadura Giovani Cast Pt 150g;rapadura
Refresco em Pó Qualimax Laranja e Acerola - 1kg;Suco em pó
Refresco em Pó TANG Morango 25g;Suco em pó
Refresco Po Mid Pc 20g Laranja .;Suco em pó
Refrig Grapette Gf 1l;Refrigerante e água mineral
Refrigerante Coca-Cola Original 1,5l;Refrigerante e água mineral
Refrigerante Cola Indaiá pet 250ml;Refrigerante e água mineral
REFRIGERANTE COREANO SABOR MORANGO CHUPA CHUPS - 345ML;Refrigerante e água mineral
Refrigerante De Limão Zero Açúcar H2oh 500ml;Refrigerante e água mineral
REFRIGERANTE DOLLY LARANJA 2L;Refrigerante e água mineral
Refrigerante Fanta Uva 2L;Refrigerante e água mineral
Refrigerante Goianinho Guarana 2,5lt;Refrigerante e água mineral
Refrigerante Guaraná Jesus 350ml;Refrigerante e água mineral
Refrigerante Pomelo Biri 500ml;Refrigerante e água mineral
Refrigerante Sukita Laranja Com Suco Natural Pet 2l;Refrigerante e água mineral
Remix Mãe Terra 25g Sementes;Mix de sementes e frutas
Repolho Roxo Kg;Repolho
Repolho Verde (unidade) – orgânico;Repolho orgânico
Requeijão Cremoso Danone Tradicional 200g;Requeijão
Requeijão Poços de Caldas | 200g;Requeijão
Requeijão Poços de Caldas Cremoso Light 400g;requeijão
Requeijão Tradicional Pote Cremille 200g;Requeijão
Requeijão Vigor Cremoso Tradicional 200g;requeijão
Rins Bov Cong 597 800g;Outras vísceras
Romã unidade;Romã
Rosbife Ceratti Pig Beef fatiado 200g;Rosbife, bife à milanesa industrializado (semipronto)
Rosbife Tradicional Magazzino Bandeja 200g;Rosbife, bife à milanesa industrializado (semipronto)
Rucula Hidroponica Un;Rúcula
Ruiva | Red Ale | Lata 473ml;Cerveja
Rum Bacardi Carta Branca 980ml;Outras bebidas alcoólicas
Sal Do Atacama Br Spices Fino 250g;Sal
Sal Grosso Iodado Kitano Tradic 1kg;Sal grosso
Sal Grosso Ita Churra 1kg;Sal grosso
Sal Lebre 1kg Grosso;Sal grosso
Sal Marinho Vitao 1kg;Sal
Sal Marinho Vitao Moído Iodado 1kg;Sal
Sal Refinado Campeao 1kg;Sal
Sal Refinado Cisne Tradicional 1kg;Sal
Sal Refinado Ita Tradicional 1kg;Sal
Sal Rosa Do Himalaia Grosso Kodilar C/Mo 100g;Sal
Salame Mini Perdigão Peça 400g;Salame
Salgadinho De Batata Frita Ondulada RUFFLES Original Pacote 76g;batata chips
Salgadinho Yokitos Batata Ondulada Sabor Churrasco 45g;batata chips
Salsa Hidropônica DEVILE Unidade;Salsa
Salsa Orgânica VERDE VIDA Unidade;Salsa orgânica
Salsao Aipo Hortifrios 250g;Aipo
Salsicha Anglo Conserva 180g;Salsicha em conserva
Salsicha Hot Dog Resfriada Perdigão 500g;Salsicha
Sardinha Coqueiro com Molho de Tomate 125g;Sardinha em conserva
Sardinha Em Oléo 88 Lata 125g;Sardinha em conserva
Sardinha Espalmada SWIFT 500G;Peixe-sardinha
Sardinha Pioneira Eviscerada 800g;Peixe-sardinha
Scalope de Filé Mignon Bovino Resfriado Bandeja 400g;Filé-mignon
Seleta de Vegetais La Vita Higienizada 300g;Jardineira (seleta)
SELETA JARDINEIRA PC 2,5 KG;Jardineira (seleta)
Seleta Knorr 170g Conserva;Seleta de legumes em conserva
Seleta Legumes Ralada Cflv 250g;jardineira (seleta)
SEMENTE DE ABÓBORA CRUA SEM CASCA SEM SAL 100G - UN;Semente de abóbora
Semente de Abóbora sem Sal 230g;Semente de abóbora
Semente De Chia Natural Life Kodilar 100g;Chia
Semente De Linhaça Natural Life Kodilar 200g;Semente de linhaça
Sementes Feijão Vagem Trepador Topseed Garden;Vagem
Shake sabor Morango - Bio Equilibrium;Vitamina concentrada (shake)
Shake Vila Ervas Chia Sabor Banana 300g;Vitamina concentrada (shake)
Snack de Trigo Biscoito Queijo Suave Zero Gorduras Trans Zero Colesterol Eqlibri Panetini Pacote 40g;biscoito
Sobrecoxa de Frango Orgânica SEARA Bandeja 600g;Coxa e sobrecoxa de galinha ou frango orgânica
Sobrecoxa de Frango Orgânico Seara;Coxa e sobrecoxa de galinha ou frango orgânica
Sobrecoxa De Frango Sadia 1kg;Coxa de galinha ou frango
SOJA EM GRÃO ORGÂNICO 500G COOPERNATURAL - UN;Soja em grão orgânica
Soja em Grãos Qualitá 500g;Soja (em grão)
Soja Torrada Benassi 120g;Soja (em grão)
SORGO EM GRÃOS 1KG;Sorgo (em grão)
Sorvete de Morango HÄAGEN DAZS Pote 473ml;Sorvete
Sorvete de Pote Ben & Jerrys Triple Caramel Chunk 458ml;Sorvete
Sorvete Frooty Duo Açaí e Cupuaçu 1,5L;Sorvete
Sorvete Nestlé Napolitano Flocos 1,5L;Sorvete
Sorvete Ster Bom Light 1l Napolitano .;Sorvete
Steinhaeger Schlichte 700 ml;Outras bebidas alcoólicas
Strogonoff Cha Dentro Bovino 500g;Chã de dentro
Suã Comum - Kg;Suã de porco
Suco de Laranja MAGUARY 1 Litro;Suco de frutas
Suco de Manga QUALITÁ 1 Litro;Suco de frutas
Suco Maçã Natural One Ambiente Garrafa 900ml;Suco de frutas
Suco Prats Uva 900ml;Suco de frutas
Suco Purity Caju 1L;Suco de frutas
Suco Sumo Maracuja Gf 1l;Suco de frutas
Suco Tropical Cocar 300ml Uva .;Suco de frutas
SURURU 1kg;Sururu
Tangerina Ponkam 600g;Tangerina
Tanggier Brut Rosé;Vinho
Tempero Arisco Sal e Alho 300g;Alho
Tempero Crowne Cravo da Índia 10g;Cravo
Tempero Crowne Erva - Doce;Erva doce
Tempero Crowne Pimenta do Reino em Pó 30g (Tubo);Pimenta-do-reino
Tempero Sazón Toque De Limão 60g;Tempero misto
Tempero Tempemar Tomilho 10g;Tomilho em folha
Tempero Zattar (Zaatar) 100g;Zaatar
Tentáculos de Polvo Nacional 700g;Polvo
testículo bovino Big Carne;Testículo de boi
Tomate Italiano a Granel 500g;Tomate
Tomate rasteiro kg;Tomate
Tomate Santa Adelia 710g;Tomate
Torresmo Gourmet Peg Pig 140g;Pururuca
Torta Limao Mr Bey Cong Cx 500g;Torta (não especificada)
Toucinho (Picado ou em tiras) - Preço/Kg;Carne de porco
Toucinho Suíno Kg;Carne de porco
TREMOÇO SECO 500G - UN;Tremoço
TRIGO EM GRÃOS GRINGS 500G;Trigo (em grão)
Trigo Inteiro Descascado Byblos 1kg;Trigo (em grão)
Tripa Bovina Salgada Calibre 40/43 Maço Com 25 Metros;Tripa e bucho
Tucupi Amarelo Manioca 300ml;Caldo de tucupi
Uva Agrivale Vitoria Duvale 500g;uva
Uva Mista sem Semente QUALITÁ 500g;uva
Uva Passa Orgânica Importada TAEQ 250g;Uva-passa orgânica
Vagem Macarrão 300g;Vagem
Vagem Macarrão Orgânica Kg;Vagem orgânica
Vermouth Cinzano Bianco 900ml;Outras bebidas alcoólicas
Vieira Congelada Limpa Frescatto 200g;Peixe-vieira
VIEIRA SWIFT 200G;Peixe-vieira
Vin Rose Castillo Montoro Gf 750ml Tempranillo .;Vinho
Vinagre de Maçã Castelo Leve Vita 500ml;Vinagre de maçã
Vinagre Peixe Álcool Colorido 500m;Vinagre de álcool
Vinagre-Peixe-Vinho-Branco-500ml;Vinagre
Vinchante Vin 266 Cabernet Sauvignon Central Valley 2020;Vinho
Vinho Catena Malbec 750 Ml;Vinho
Vinho Chileno Montes Reserva Malbec 750ml;Vinho
Vodka Absolut 750ml;Outras bebidas alcoólicas
Vôngole limpo - Congelado - 1kg;Marisco
Wafer Parati Minueto Mega Morango 105g;Biscoito
Wasabi Pasta Kenko Cx 43g;Wasabi
Whisky Red Label Johnnie Walker 750ml;Outras bebidas alcoólicas
Xarope Guaraná Natural Concentrado Guaralife 1L;Guaraná natural
